IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  ABILIOREIS,NEWREG                              ,2026-04-04-06.59.50.528000,,MAXADMIN
  ALEXANDRERIBEIRO,INACTIVE                            ,2021-02-26-08.25.29.000000,Usuario inativo por nao acessar o sistema,MAXADOOG
  ALEXANDRERIBEIRO,ACTIVE                              ,2021-07-28-18.22.49.000000,,MAXADOOG
  ALEXANDRERIBEIRO,INACTIVE                            ,2021-10-01-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREROSA,NEWREG                              ,2024-01-21-20.29.11.000000,,MAXADMIN
  ALEXANDREROSA,ACTIVE                              ,2024-01-21-20.30.18.000000,,ANDREGIACOMELI
  ALEXANDREROSA,INACTIVE                            ,2024-03-12-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREROSA,NEWREG                              ,2025-09-12-10.33.24.000000,,ITEAM
  ALEXANDRESOUSA,ACTIVE                              ,2025-08-29-17.07.41.000000,,ITEAM
  ALEXANDRESOUSA,INACTIVE                            ,2026-03-26-07.45.02.159000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRESOUZA,ACTIVE                              ,2025-02-03-10.21.19.000000,,ITEAM
  ALEXANDRESOUZA,INACTIVE                            ,2025-03-26-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRIA,NEWREG                              ,2024-11-26-19.37.34.000000,,MAXADMIN
  ALEXANDRIA,ACTIVE                              ,2024-11-26-19.41.56.000000,,ANDREGIACOMELI
  ALEXANDRIA,INACTIVE                            ,2025-01-16-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDROALM,NEWREG                              ,2025-12-19-21.00.06.117000,,ITEAM
  ALEXANDROALM,ACTIVE                              ,2025-12-19-21.02.07.943000,,ANDREGIACOMELI
  ALEXANDROALM,INACTIVE                            ,2026-01-03-01.00.23.861000,Automatic Inativate expired user access,MAXADMIN
  ALEXANDROALM,ACTIVE                              ,2026-01-21-19.39.44.969000,,ANDREGIACOMELI
  ALEXANDROALM,INACTIVE                            ,2026-03-26-07.45.04.086000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDROTEIXEIRA,NEWREG                              ,2025-08-15-13.49.33.000000,,ITEAM
  ALEXANDROTEIXEIRA,ACTIVE                              ,2025-08-15-13.51.59.000000,,RAFAELLANA
  ALEXANDROTEIXEIRA,INACTIVE                            ,2025-10-31-06.00.18.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXARAUJO,ACTIVE                              ,2024-05-24-11.17.51.000000,,ITEAM
  ALEXARAUJO,INACTIVE                            ,2024-07-21-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXARAUJO,NEWREG                              ,2025-12-27-16.00.48.756000,,ITEAM
  ALEXARAUJO,ACTIVE                              ,2025-12-27-16.02.01.732000,,RAFAELLANA
  ALEXARAUJO,BLOCKED                             ,2025-12-29-16.11.29.419000,,MAXADMIN
  ALEXARAUJO,ACTIVE                              ,2025-12-29-16.11.53.509000,,MAXADMIN
  ALEXARAUJO,BLOCKED                             ,2025-12-29-16.18.42.086000,,MAXADMIN
  ALEXARAUJO,ACTIVE                              ,2025-12-29-16.21.53.501000,,MAXADMIN
  ALEXARAUJO,INACTIVE                            ,2026-03-26-07.45.04.344000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXCONSENDEY,ACTIVE                              ,2018-04-02-11.52.57.000000,,MAXADMIN
  ALEXCONSENDEY,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  ALEXFERNANDES,ACTIVE                              ,2023-09-27-16.46.43.000000,,ITEAM
  ALEXFERNANDES,INACTIVE                            ,2023-11-17-05.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXFERNANDES,ACTIVE                              ,2024-10-26-13.21.36.000000,Ticket#0376737,HELPDESK
  ALEXFERNANDES,INACTIVE                            ,2025-05-04-06.00.06.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXFERNANDES,ACTIVE                              ,2025-08-06-10.35.52.000000,Ticket#2025080529001607 — Acesso ao Máximo,ITEAM
  ALEXFERNANDES,BLOCKED                             ,2025-08-07-18.23.51.000000,,MAXADMIN
  ALEXFERNANDES,ACTIVE                              ,2025-08-07-18.30.54.000000,,MAXADMIN
  ALEXFERNANDES,BLOCKED                             ,2025-08-08-18.19.38.000000,,MAXADMIN
  ALEXFERNANDES,ACTIVE                              ,2025-08-08-18.20.59.000000,,MAXADMIN
  ALEXFERNANDES,INACTIVE                            ,2025-10-28-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXFERREIRA,NEWREG                              ,2024-03-14-20.44.54.000000,,MAXADMIN
  ALEXFERREIRAGOMES,NEWREG                              ,2024-03-14-20.45.40.000000,,MAXADMIN
  ALEXGOMES,NEWREG                              ,2024-03-14-20.25.57.000000,,MAXADMIN
  ALEXGOMES,ACTIVE                              ,2024-03-14-20.33.16.000000,,ANDREGIACOMELI
  ALEXGOMES,INACTIVE                            ,2024-05-04-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXGOMES,NEWREG                              ,2025-03-22-12.54.35.000000,,MAXADMIN
  ALEXGOMES,ACTIVE                              ,2025-03-22-12.56.58.000000,,ANDREGIACOMELI
  ALEXGOMES,INACTIVE                            ,2025-05-15-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXNOGUEIRA,NEWREG                              ,2024-03-05-14.46.40.000000,,MAXADMIN
  ALEXNOGUEIRA,ACTIVE                              ,2024-03-05-14.47.18.000000,,JOSESANTOS
  ALEXNOGUEIRA,INACTIVE                            ,2024-05-03-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXOAKS,ACTIVE                              ,2024-05-06-17.44.57.000000,,MAXADOOG
  ALEXOAKS,INACTIVE                            ,2024-10-24-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXPALAGAR,NEWREG                              ,2023-12-11-07.15.50.000000,,MAXADMIN
  ALEXPALAGAR,ACTIVE                              ,2023-12-11-09.19.02.000000,,JOSESANTOS
  ALEXPALAGAR,BLOCKED                             ,2023-12-11-15.11.19.000000,,MAXADMIN
  ALEXPALAGAR,ACTIVE                              ,2023-12-11-15.14.38.000000,,MAXADMIN
  ALEXPALAGAR,INACTIVE                            ,2023-12-24-00.00.02.000000,Automatic Inativate expired user access,MAXADMIN
  ALEXPALAGARR,NEWREG                              ,2023-12-25-06.37.49.000000,,MAXADMIN
  ALEXSANDROOLIVEIRA,NEWREG                              ,2024-12-25-16.17.29.000000,,MAXADMIN
  ALEXSANDROOLIVEIRA,ACTIVE                              ,2024-12-25-16.18.49.000000,,ANDREGIACOMELI
  ALEXSANDROOLIVEIRA,INACTIVE                            ,2025-02-21-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSILVAA,NEWREG                              ,2025-02-15-14.34.58.000000,,MAXADMIN
  ALEXSILVAA,ACTIVE                              ,2025-02-15-14.36.51.000000,,ANDREGIACOMELI
  ALEXSILVAA,INACTIVE                            ,2025-03-08-01.00.01.000000,Automatic Inativate expired user access,MAXADMIN
  ALEXSIMOES,NEWREG                              ,2024-03-14-20.29.27.000000,,MAXADMIN
  ALEXSIMOES,ACTIVE                              ,2024-03-14-20.32.05.000000,,ANDREGIACOMELI
  ALEXSIMOES,INACTIVE                            ,2024-05-15-10.59.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALICYAMAINARA,ACTIVE                              ,2023-05-02-15.17.35.000000,,ITEAM
  ALICYAMAINARA,INACTIVE                            ,2024-08-23-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALINEAMANCIO,ACTIVE                              ,2017-07-14-14.46.14.000000,,MAXADMIN
  ALINEAMANCIO,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  ALINETEIXEIRA,NEWREG                              ,2024-10-18-08.14.42.000000,,MAXADMIN
  ALINETEIXEIRA,ACTIVE                              ,2024-10-18-08.20.57.000000,,JOSESANTOS
  ALINETEIXEIRA,INACTIVE                            ,2024-12-08-06.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALISSONCONCEICAO,ACTIVE                              ,2024-08-29-10.34.18.000000,,ITEAM
  ALISSONCONCEICAO,INACTIVE                            ,2024-10-19-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANMARQUES,ACTIVE                              ,2024-12-23-16.51.28.000000,,ITEAM
  ALLANMARQUES,INACTIVE                            ,2025-02-12-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANRAMOS,NEWREG                              ,2025-12-16-10.39.32.193000,,ITEAM
  ALLANRAMOS,ACTIVE                              ,2025-12-16-10.40.36.077000,,ANDREGIACOMELI
  ALLANRAMOS,INACTIVE                            ,2026-03-26-07.45.04.037000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANSANTOS,NEWREG                              ,2026-03-26-19.15.33.241000,,MAXADMIN
  ALLANSANTOS,ACTIVE                              ,2026-03-26-19.19.37.027000,,RAFAELLANA
  ALLANSANTOS,INACTIVE                            ,2026-04-10-01.00.09.849000,Automatic Inativate expired user access,MAXADMIN
  ALLANSILVA,ACTIVE                              ,2023-01-19-10.19.40.000000,,ITEAM
  ALLANSILVA,BLOCKED                             ,2025-02-20-18.09.20.000000,,MAXADMIN
  ALLANSILVA,ACTIVE                              ,2025-02-20-18.10.36.000000,,MAXADMIN
  ALMEIDALIMA,NEWREG                              ,2024-02-28-15.39.41.000000,,MAXADMIN
  ALMEIDALIMA,ACTIVE                              ,2024-02-28-15.40.38.000000,,JOSESANTOS
  ALMEIDALIMA,INACTIVE                            ,2024-05-01-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALMEIDAPEDRO,ACTIVE                              ,2025-06-30-14.34.24.000000,,ITEAM
  ALMEIDAPEDRO,INACTIVE                            ,2025-09-02-06.00.10.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALTAIROLIVEIRA,NEWREG                              ,2024-01-15-17.24.19.000000,,MAXADMIN
  ALTAIROLIVEIRA,ACTIVE                              ,2024-01-15-17.29.53.000000,,ANDREGIACOMELI
  ALTAIROLIVEIRA,BLOCKED                             ,2024-01-15-17.34.47.000000,,MAXADMIN
  ALTAIROLIVEIRA,ACTIVE                              ,2024-01-15-17.38.44.000000,,MAXADMIN
  ALTAIROLIVEIRA,INACTIVE                            ,2024-03-19-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALTAIRPEREIRA,ACTIVE                              ,2023-10-03-16.41.46.000000,,ITEAM
  ALTAIRPEREIRA,INACTIVE                            ,2023-11-23-08.57.50.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALTAIRPEREIRA,ACTIVE                              ,2026-05-03-20.26.32.405000,,HELPDESK
  ALTAIRPEREIRA,INACTIVE                            ,2026-06-24-07.45.04.525000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALTAIRSA,NEWREG                              ,2024-01-15-17.38.46.000000,,MAXADMIN
  ALTAIRSA,ACTIVE                              ,2024-01-15-17.39.44.000000,,ANDREGIACOMELI
  ALTAIRSA,BLOCKED                             ,2024-01-15-17.42.06.000000,,MAXADMIN
  ALTAIRSA,ACTIVE                              ,2024-01-15-17.48.44.000000,,MAXADMIN
  ALTAIRSA,INACTIVE                            ,2024-03-06-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALUIZIOCOSTA,ACTIVE                              ,2025-11-17-11.03.24.000000,,ITEAM
  ALUIZIOCOSTA,INACTIVE                            ,2026-03-26-07.45.01.370000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALUIZIONETO,NEWREG                              ,2024-01-26-19.54.23.000000,,MAXADMIN
  ALUIZIONETO,ACTIVE                              ,2024-01-26-19.58.43.000000,,ANDREGIACOMELI
  ALUIZIONETO,INACTIVE                            ,2024-02-14-00.00.03.000000,Automatic Inativate expired user access,MAXADMIN
  ALUIZIOOUTEIRO,NEWREG                              ,2024-10-01-08.50.14.000000,,MAXADMIN
  ALUIZIOOUTEIRO,ACTIVE                              ,2024-10-01-08.51.35.000000,,ANDREGIACOMELI
  ALUIZIOOUTEIRO,INACTIVE                            ,2024-12-03-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALVAROCAMPOS,ACTIVE                              ,2026-06-08-11.31.11.610000,,ITEAM
  ALVESHUGO,NEWREG                              ,2024-04-13-22.34.26.000000,,MAXADMIN
  ALVESHUGO,ACTIVE                              ,2024-04-13-22.35.50.000000,,ANDREGIACOMELI
  ALVESHUGO,INACTIVE                            ,2024-04-14-01.00.02.000000,Automatic Inativate expired user access,MAXADMIN
  ALVESHUGO,ACTIVE                              ,2024-04-16-09.25.20.000000,Ticket#0351059 — Acesso ao maximo,ITEAM
  ALVESHUGO,INACTIVE                            ,2024-04-17-01.00.01.000000,Automatic Inativate expired user access,MAXADMIN
  ALVIMARFERREIRA,ACTIVE                              ,2025-08-05-14.45.16.000000,,ITEAM
  ALVIMARFERREIRA,BLOCKED                             ,2026-04-13-14.20.37.567000,,MAXADMIN
  ALVIMARFERREIRA,ACTIVE                              ,2026-04-13-14.23.39.106000,,MAXADMIN
  ALVIMARFERREIRA,BLOCKED                             ,2026-05-27-13.50.32.440000,,MAXADMIN
  ALVIMARFERREIRA,ACTIVE                              ,2026-05-27-13.59.12.568000,,MAXADMIN
  ALYSSONPECLY,NEWREG                              ,2025-12-26-08.16.33.549000,,ITEAM
  ALYSSONPECLY,ACTIVE                              ,2025-12-26-08.17.30.087000,,RAFAELLANA
  ALYSSONPECLY,INACTIVE                            ,2026-03-26-07.45.04.264000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALYSSONSILVA,NEWREG                              ,2023-12-15-13.16.46.000000,,MAXADMIN
  ALYSSONSILVA,ACTIVE                              ,2023-12-15-13.17.54.000000,,ANDREGIACOMELI
  ALYSSONSILVA,INACTIVE                            ,2023-12-28-00.00.03.000000,Automatic Inativate expired user access,MAXADMIN
  AMANDAROSA,ACTIVE                              ,2017-01-04-15.00.31.000000,,JULINECAETANO
  AMANDAROSA,INACTIVE                            ,2017-03-20-14.49.36.000000,,MAXADOOG
  AMANDASOLIVEIRA,ACTIVE                              ,2019-08-21-07.58.25.000000,,MAXADOOG
  AMANDASOLIVEIRA,INACTIVE                            ,2020-03-10-17.53.41.000000,Sem login nos ultimos seis meses,MAXADOOG
  AMAURIGALVAOO,NEWREG                              ,2024-02-08-20.05.30.000000,,MAXADMIN
  AMAURIGALVAOO,ACTIVE                              ,2024-02-08-20.06.29.000000,,JOSESANTOS
  AMAURIGALVAOO,INACTIVE                            ,2024-04-12-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMAURILAGO,NEWREG                              ,2025-01-07-09.19.55.000000,,MAXADMIN
  AMAURILAGO,ACTIVE                              ,2025-01-07-09.20.12.000000,,JOSESANTOS
  AMAURILAGO,INACTIVE                            ,2025-02-27-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANABARCELOS,ACTIVE                              ,2018-08-31-13.24.22.000000,,RENANAVNER
  ANABARCELOS,INACTIVE                            ,2019-02-11-17.31.53.000000,Saneamento de acordo com informação do capitao em 11/02,MAXADOOG
  ANABITENCOURT,NEWREG                              ,2026-01-29-17.39.17.076000,,ITEAM
  ANABITENCOURT,ACTIVE                              ,2026-01-29-17.42.03.276000,,RAFAELLANA
  ANABITENCOURT,INACTIVE                            ,2026-02-13-01.00.12.589000,Automatic Inativate expired user access,MAXADMIN
  ANACAMPOS,ACTIVE                              ,2025-08-29-17.09.17.000000,,ITEAM
  ANACAMPOS,INACTIVE                            ,2026-03-26-07.45.02.621000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANACRUZ,ACTIVE                              ,2026-05-11-12.58.01.722000,,ITEAM
  ANAKEILA,NEWREG                              ,2025-03-30-08.24.33.000000,,MAXADMIN
  ANAKEILA,ACTIVE                              ,2025-03-30-08.28.26.000000,,ANDREGIACOMELI
  ANAKEILA,INACTIVE                            ,2025-06-01-06.00.08.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANALUIZAMANHAES,NEWREG                              ,2025-04-14-08.49.19.000000,,MAXADMIN
  ANALUIZAMANHAES,ACTIVE                              ,2025-04-14-08.49.56.000000,,ANDREGIACOMELI
  ANALUIZAMANHAES,INACTIVE                            ,2025-08-07-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANALUIZAMANHAES,ACTIVE                              ,2025-10-19-20.06.21.000000,,HELPDESK
  ANALUIZAMANHAES,INACTIVE                            ,2026-03-26-07.45.01.778000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANALUIZARODRIGUES,NEWREG                              ,2025-12-11-17.15.46.805000,,ITEAM
  ANALUIZARODRIGUES,ACTIVE                              ,2025-12-11-17.17.29.221000,,ANDREGIACOMELI
  ANALUIZARODRIGUES,INACTIVE                            ,2026-03-26-07.45.03.903000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANAMEIRELLES,ACTIVE                              ,2019-11-18-11.13.57.000000,,THIAGOFROES
  ANAMEIRELLES,INACTIVE                            ,2021-05-11-10.17.21.000000,Transferida para N09 - Ticket#0197293,ITEAM
  ANDERSON CHAVES,ACTIVE                              ,2013-10-28-14.02.07.000000,,MAXADMIN
  ANDERSON CHAVES,INACTIVE                            ,2016-11-30-15.30.01.000000,Desativando usuarios que nao fizeram login em 2016,MAXADOOG
  ANDERSONALVES,NEWREG                              ,2023-12-31-16.37.03.000000,,MAXADMIN
  ANDERSONALVES,ACTIVE                              ,2023-12-31-16.37.32.000000,,JOSESANTOS
  ANDERSONALVES,INACTIVE                            ,2024-03-04-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSONARLEU,ACTIVE                              ,2024-03-18-09.53.17.000000,,ITEAM
  ANDERSONARLEU,INACTIVE                            ,2024-03-19-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ANDERSONARLEU,ACTIVE                              ,2024-03-20-15.02.16.000000,,ITEAM
  ANDERSONARLEU,INACTIVE                            ,2024-03-21-01.00.02.000000,Automatic Inativate expired user access,MAXADMIN
  ANDERSONARLEU,ACTIVE                              ,2024-03-22-08.13.50.000000,Ticket#0347382 — Reset de senha Maximo,ITEAM
  ANDERSONARLEU,INACTIVE                            ,2024-05-20-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSONBACCA,ACTIVE                              ,2024-01-09-07.05.48.000000,,MAXADOOG
  ANDERSONBACCA,INACTIVE                            ,2024-03-09-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSONBRITO,ACTIVE                              ,2023-02-20-19.33.49.000000,,ITEAM
  ANDERSONBRITO,INACTIVE                            ,2023-05-20-13.07.52.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSONBRITO,ACTIVE                              ,2023-10-03-16.58.46.000000,,ITEAM
  ANDERSONBRITO,INACTIVE                            ,2023-10-31-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSONBRITO,ACTIVE                              ,2023-11-08-08.13.40.000000,,MAXADOOG
