IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  ABILIOPEDROSO,NEWREG                              ,2025-02-15-19.43.21.000000,,MAXADMIN
  ALEXANDRERODRIGUES,ACTIVE                              ,2021-02-13-15.59.10.000000,,MAXADMIN
  ALEXANDRERODRIGUES,ACTIVE                              ,2021-02-14-16.19.10.000000,,MAXADMIN
  ALEXANDRERODRIGUES,BLOCKED                             ,2021-02-14-06.45.54.000000,,MAXADMIN
  ALEXANDRERODRIGUES,BLOCKED                             ,2021-02-05-18.50.12.000000,,MAXADMIN
  ALEXANDRERODRIGUES,BLOCKED                             ,2019-02-11-23.20.39.000000,,MAXADMIN
  ALEXANDRERODRIGUES,ACTIVE                              ,2019-02-11-23.21.08.000000,,MAXADMIN
  ALEXANDRERODRIGUES,BLOCKED                             ,2022-05-28-07.39.21.000000,,MAXADMIN
  ALEXANDREROSA,NEWREG                              ,2026-02-22-20.08.23.844000,,ITEAM
  ALEXANDREROSA,INACTIVE                            ,2026-04-14-07.45.01.206000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREROSA,ACTIVE                              ,2026-02-22-20.13.04.822000,,LUIZFELIPE
  ALEXANDRESANTANA,INACTIVE                            ,2023-12-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRESANTANA,ACTIVE                              ,2023-10-26-14.19.57.000000,,ITEAM
  ALEXANDRESANTANA,ACTIVE                              ,2024-01-28-20.44.30.000000,,MAXADMIN
  ALEXANDRESANTANA,BLOCKED                             ,2024-01-28-20.41.48.000000,,MAXADMIN
  ALEXANDRESANTANA,ACTIVE                              ,2023-12-17-01.28.38.000000,,HELPDESK
  ALEXANDRESANTANA,ACTIVE                              ,2024-07-18-14.10.19.000000,0366427,HELPDESK
  ALEXANDRESANTANA,INACTIVE                            ,2024-06-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRESOUSA,ACTIVE                              ,2025-09-02-10.00.47.000000,,ITEAM
  ALEXANDRESOUSA,INACTIVE                            ,2026-03-26-07.45.01.227000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRESOUSA,ACTIVE                              ,2025-11-19-11.42.48.000000,Ticket#2025111929000497,HELPDESK
  ALEXANDRESOUSA,INACTIVE                            ,2025-10-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDROTEIXEIRA,NEWREG                              ,2025-10-04-06.47.50.000000,,ITEAM
  ALEXANDROTEIXEIRA,ACTIVE                              ,2025-10-04-06.48.57.000000,,LUIZFELIPE
  ALEXANDROTEIXEIRA,INACTIVE                            ,2025-11-28-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXARAUJO,NEWREG                              ,2026-04-04-19.37.31.308000,,MAXADMIN
  ALEXARAUJO,ACTIVE                              ,2026-04-04-19.38.03.873000,,LUIZFELIPE
  ALEXARAUJO,INACTIVE                            ,2026-06-01-07.45.02.267000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXCONCEICAO,NEWREG                              ,2024-05-01-23.03.55.000000,,MAXADMIN
  ALEXCONCEICAO,ACTIVE                              ,2024-05-01-23.05.20.000000,,RAPHAELBARBOSA
  ALEXCONCEICAO,INACTIVE                            ,2024-05-14-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ALEXFEIJO,INACTIVE                            ,2024-05-28-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXFEIJO,ACTIVE                              ,2024-04-07-20.05.55.000000,,RAPHAELBARBOSA
  ALEXFEIJO,NEWREG                              ,2024-04-07-20.05.09.000000,,MAXADMIN
  ALEXFERREIRA,ACTIVE                              ,2025-05-09-17.52.31.000000,,ITEAM
  ALEXFERREIRA,INACTIVE                            ,2025-07-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXFIGUEIREDO,NEWREG                              ,2026-05-21-19.34.28.115000,,MAXADMIN
  ALEXFIGUEIREDO,INACTIVE                            ,2026-07-11-07.45.01.235000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXFIGUEIREDO,ACTIVE                              ,2026-05-21-19.35.02.165000,,LUIZFELIPE
  ALEXJUNIOR,NEWREG                              ,2025-06-13-19.32.26.000000,,ITEAM
  ALEXJUNIOR,INACTIVE                            ,2025-08-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXJUNIOR,ACTIVE                              ,2025-06-13-19.33.10.000000,,LUIZFELIPE
  ALEXMOTA,NEWREG                              ,2026-03-26-06.14.41.366000,,MAXADMIN
  ALEXMOTA,ACTIVE                              ,2026-03-26-06.16.21.465000,,LUIZFELIPE
  ALEXMOTA,INACTIVE                            ,2026-05-17-07.45.04.210000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXROCON,NEWREG                              ,2025-04-16-19.30.57.000000,,MAXADMIN
  ALEXROCON,INACTIVE                            ,2025-06-30-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXROCON,ACTIVE                              ,2025-04-16-19.32.32.000000,,LUIZFELIPE
  ALEXSANDREFRANCO,NEWREG                              ,2024-01-25-15.30.12.000000,,MAXADMIN
  ALEXSANDREFRANCO,BLOCKED                             ,2024-03-17-10.41.13.000000,,MAXADMIN
  ALEXSANDREFRANCO,BLOCKED                             ,2024-03-17-10.45.44.000000,,MAXADMIN
  ALEXSANDREFRANCO,INACTIVE                            ,2024-05-19-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSANDREFRANCO,ACTIVE                              ,2024-03-17-10.52.12.000000,,MAXADMIN
  ALEXSANDREFRANCO,ACTIVE                              ,2024-03-17-10.42.12.000000,,MAXADMIN
  ALEXSANDREFRANCO,ACTIVE                              ,2024-01-25-15.32.34.000000,,RAPHAELBARBOSA
  ALEXSANDROAZEREDO,NEWREG                              ,2025-09-20-21.28.24.000000,,ITEAM
  ALEXSANDROAZEREDO,INACTIVE                            ,2026-03-26-07.45.01.480000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSANDROAZEREDO,ACTIVE                              ,2025-09-20-21.34.17.000000,,RENATOSOARES
  ALEXSANDRODASILVA,NEWREG                              ,2026-06-25-19.41.01.842000,,MAXADMIN
  ALEXSANDRODASILVA,ACTIVE                              ,2026-06-25-19.41.27.796000,,RENATOSOARES
  ALEXSANDROSANTOS,INACTIVE                            ,2022-09-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSANDROSANTOS,ACTIVE                              ,2022-07-25-11.55.39.000000,,ITEAM
  ALEXSANDROSSANTOS,INACTIVE                            ,2023-12-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSANDROSSANTOS,ACTIVE                              ,2023-10-26-14.21.39.000000,,ITEAM
  ALEXSANDROSSANTOS,ACTIVE                              ,2025-07-21-09.46.08.000000,Ticket#2025072129000339,HELPDESK
  ALEXSANDROSSANTOS,INACTIVE                            ,2025-09-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSANDROSSANTOS,INACTIVE                            ,2026-04-02-07.45.01.972000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSANDROSSANTOS,ACTIVE                              ,2026-01-15-00.15.49.567000,Ticket#2026011529000011,HELPDESK
  ALEXSIMOES,NEWREG                              ,2025-11-07-19.24.20.000000,,ITEAM
  ALEXSINALDONASCIMENTO,ACTIVE                              ,2025-03-17-10.11.29.000000,,ITEAM
  ALEXSINALDONASCIMENTO,ACTIVE                              ,2025-07-16-10.34.23.000000,2025071629000394,HELPDESK
  ALEXSINALDONASCIMENTO,INACTIVE                            ,2025-05-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSINALDONASCIMENTO,INACTIVE                            ,2025-10-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSINALDONASCIMENTO,ACTIVE                              ,2026-04-17-18.57.21.955000,Ticket#2026041729000761,HELPDESK
  ALEXSINALDONASCIMENTO,INACTIVE                            ,2026-06-07-07.45.02.714000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSOLIVEIRA,NEWREG                              ,2024-03-14-20.08.58.000000,,MAXADMIN
  ALEXSOLIVEIRA,INACTIVE                            ,2024-05-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSOLIVEIRA,ACTIVE                              ,2024-03-14-20.10.15.000000,,RAPHAELBARBOSA
  ALFREDONETO,NEWREG                              ,2026-01-18-23.11.13.574000,,ITEAM
  ALFREDONETO,INACTIVE                            ,2026-03-26-07.45.03.076000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALFREDONETO,ACTIVE                              ,2026-01-18-23.11.46.419000,,RENATOSOARES
  ALFREDOTAVARES,NEWREG                              ,2025-03-08-16.26.35.000000,,MAXADMIN
  ALFREDOTAVARES,INACTIVE                            ,2025-06-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALFREDOTAVARES,ACTIVE                              ,2025-03-08-16.27.10.000000,,RENATOSOARES
  ALINEAMANCIO,ACTIVE                              ,2017-07-14-14.46.19.000000,,MAXADMIN
  ALINEAMANCIO,INACTIVE                            ,2019-01-25-16.33.00.000000,Inativando usuario que nao acessaram o sistema nos ultimos seis meses,MAXADOOG
  ALISONNEVES,NEWREG                              ,2024-03-10-18.57.06.000000,,MAXADMIN
  ALISONNEVES,ACTIVE                              ,2024-03-10-18.58.00.000000,,RAPHAELBARBOSA
  ALISSONSENA,NEWREG                              ,2025-01-29-18.31.51.000000,,MAXADMIN
  ALISSONSENA,ACTIVE                              ,2025-05-30-22.28.47.000000,Ticket#2025053029000478,HELPDESK
  ALISSONSENA,INACTIVE                            ,2025-03-31-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALISSONSENA,ACTIVE                              ,2025-01-29-18.32.28.000000,,LUIZFELIPE
  ALISSONSENA,INACTIVE                            ,2025-08-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANCIPRIANO,NEWREG                              ,2024-04-24-20.21.02.000000,,MAXADMIN
  ALLANCIPRIANO,ACTIVE                              ,2024-04-24-20.22.09.000000,,RAPHAELBARBOSA
  ALLANCIPRIANO,INACTIVE                            ,2024-06-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANMARQUES,ACTIVE                              ,2024-12-23-16.49.59.000000,,ITEAM
  ALLANMARQUES,INACTIVE                            ,2025-03-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANPAIXAO,NEWREG                              ,2026-01-15-19.46.16.431000,,ITEAM
  ALLANPAIXAO,INACTIVE                            ,2026-03-26-07.45.03.031000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANPAIXAO,ACTIVE                              ,2026-01-15-19.49.28.994000,,RENATOSOARES
  ALLANRAMOS,NEWREG                              ,2024-12-10-14.30.39.000000,,MAXADMIN
  ALLANRAMOS,ACTIVE                              ,2024-12-10-14.31.10.000000,,LUIZFELIPE
  ALLANRAMOS,INACTIVE                            ,2025-02-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANSANDY,ACTIVE                              ,2024-11-15-19.34.51.000000,,RENATOSOARES
  ALLANSANDY,NEWREG                              ,2024-11-15-19.34.06.000000,,MAXADMIN
  ALLANSANDY,INACTIVE                            ,2024-12-30-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ALLANSANDY,NEWREG                              ,2025-11-02-19.18.48.000000,,ITEAM
  ALLANSANDY,INACTIVE                            ,2026-03-26-07.45.02.265000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANSANDY,ACTIVE                              ,2025-11-02-19.20.01.000000,,LUIZFELIPE
  ALLANSANTOS,NEWREG                              ,2026-05-10-15.49.05.398000,,MAXADMIN
  ALLANSANTOS,INACTIVE                            ,2026-07-07-07.45.01.375000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANSANTOS,ACTIVE                              ,2026-05-10-15.49.57.671000,,RENATOSOARES
  ALLANVINICIUS,NEWREG                              ,2025-04-03-19.30.31.000000,,MAXADMIN
  ALLANVINICIUS,INACTIVE                            ,2025-05-28-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANVINICIUS,ACTIVE                              ,2025-04-03-19.31.03.000000,,RENATOSOARES
  ALLENCEFALU,ACTIVE                              ,2014-08-21-17.16.26.000000,,MAXADMIN
  ALLENCEFALU,INACTIVE                            ,2016-12-01-10.01.04.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  ALTAIRSA,ACTIVE                              ,2025-07-20-19.25.16.000000,,LUIZFELIPE
  ALTAIRSA,NEWREG                              ,2025-07-20-19.24.38.000000,,ITEAM
  ALTAIRSA,INACTIVE                            ,2025-09-14-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALUISIOCOSTA,ACTIVE                              ,2024-04-02-09.00.29.000000,,LUIZFELIPE
  ALUISIOCOSTA,NEWREG                              ,2024-04-02-08.59.26.000000,,MAXADMIN
  ALUISIOCOSTA,INACTIVE                            ,2024-06-05-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALUISIOCOSTA,ACTIVE                              ,2024-06-11-09.40.42.000000,0360750,HELPDESK
  ALUISIOCOSTA,INACTIVE                            ,2024-08-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALVAROCAMPOS,ACTIVE                              ,2026-06-08-11.11.26.758000,,ITEAM
  ALVARORODRIGUES,ACTIVE                              ,2024-09-12-20.39.23.000000,,RAPHAELBARBOSA
  ALVARORODRIGUES,INACTIVE                            ,2024-11-02-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALVARORODRIGUES,NEWREG                              ,2024-09-12-20.37.36.000000,,MAXADMIN
  AMANDARANGEL,INACTIVE                            ,2025-04-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMANDARANGEL,NEWREG                              ,2025-02-05-02.14.29.000000,,MAXADMIN
  AMANDARANGEL,ACTIVE                              ,2025-02-05-02.15.01.000000,,LUIZFELIPE
  AMANDAROSA,ACTIVE                              ,2017-01-09-08.58.21.000000,,JULINECAETANO
  AMANDAROSA,INACTIVE                            ,2017-06-26-11.56.50.000000,,MAXADOOG
  AMARORANGEL,NEWREG                              ,2025-08-05-19.31.46.000000,,ITEAM
  AMARORANGEL,INACTIVE                            ,2025-10-05-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMARORANGEL,ACTIVE                              ,2025-08-05-19.32.34.000000,,LUIZFELIPE
  AMARORANGEL,ACTIVE                              ,2026-05-16-18.46.35.374000,,LUIZFELIPE
  AMARORANGEL,INACTIVE                            ,2026-07-08-07.45.01.428000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMAURIGALVAO,ACTIVE                              ,2024-01-13-20.05.15.000000,,RAPHAELBARBOSA
  AMAURIGALVAO,INACTIVE                            ,2024-03-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMAURIGALVAO,NEWREG                              ,2024-01-13-20.00.51.000000,,MAXADMIN
  AMAURIGALVAO,ACTIVE                              ,2024-10-12-15.39.28.000000,0375614,HELPDESK
  AMAURIGALVAO,INACTIVE                            ,2024-12-14-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMAURISANTOS,ACTIVE                              ,2024-01-04-09.09.03.000000,,ITEAM
  AMOSFERREIRAA,ACTIVE                              ,2024-06-30-19.42.29.000000,,RAPHAELBARBOSA
  AMOSFERREIRAA,INACTIVE                            ,2024-10-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMOSFERREIRAA,ACTIVE                              ,2024-12-13-19.47.11.000000,,RENATOSOARES
  AMOSFERREIRAA,NEWREG                              ,2024-06-30-19.39.18.000000,,MAXADMIN
  AMOSFERREIRAA,INACTIVE                            ,2025-02-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANABARCELOS,ACTIVE                              ,2018-08-31-09.09.45.000000,,RENANAVNER
  ANABARCELOS,INACTIVE                            ,2019-02-06-17.51.55.000000,,MAXADOOG
  ANACAMPOS,ACTIVE                              ,2025-09-02-10.03.36.000000,,ITEAM
  ANACAMPOS,INACTIVE                            ,2026-03-26-07.45.02.132000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANAFRANCA,NEWREG                              ,2025-08-29-17.18.02.000000,,ITEAM
  ANAGOUVEIA,ACTIVE                              ,2024-12-31-10.53.07.000000,,ITEAM
  ANALUIZA,ACTIVE                              ,2023-02-20-07.41.22.000000,,ITEAM
  ANALUIZA,BLOCKED                             ,2025-09-18-13.09.02.000000,,MAXADMIN
  ANALUIZA,ACTIVE                              ,2025-09-18-13.11.19.000000,,MAXADMIN
  ANALUIZARODRIGUES,ACTIVE                              ,2025-07-12-19.40.42.000000,,LUIZFELIPE
  ANALUIZARODRIGUES,NEWREG                              ,2025-07-12-19.38.40.000000,,ITEAM
  ANALUIZARODRIGUES,INACTIVE                            ,2026-03-26-07.45.02.394000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSON CHAVES,ACTIVE                              ,2013-10-28-14.02.07.000000,,MAXADMIN
  ANDERSON CHAVES,INACTIVE                            ,2016-12-01-10.01.04.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  ANDERSONABREU,NEWREG                              ,2025-12-08-19.31.45.825000,,ITEAM
  ANDERSONABREU,INACTIVE                            ,2026-03-26-07.45.02.537000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSONABREU,ACTIVE                              ,2025-12-08-19.38.14.381000,,LUIZFELIPE
  ANDERSONARLEU,ACTIVE                              ,2023-12-30-11.03.58.000000,,LUIZFELIPE
  ANDERSONARLEU,INACTIVE                            ,2024-01-11-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ANDERSONARLEU,NEWREG                              ,2023-12-30-10.59.10.000000,,MAXADMIN
  ANDERSONCAPISTRANO,NEWREG                              ,2024-08-12-15.50.30.000000,,MAXADMIN
  ANDERSONCAPISTRANO,INACTIVE                            ,2024-10-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSONCAPISTRANO,ACTIVE                              ,2024-08-12-15.53.41.000000,,LUIZFELIPE
  ANDERSONCAPISTRANO,NEWREG                              ,2026-07-12-19.37.13.788000,,MAXADMIN
  ANDERSONCAPISTRANO,ACTIVE                              ,2026-07-12-20.12.22.933000,,LUIZFELIPE
  ANDERSONECKHARDT,ACTIVE                              ,2026-06-22-12.24.04.627000,,ITEAM
  ANDERSONFARIAS,INACTIVE                            ,2024-08-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSONFARIAS,ACTIVE                              ,2024-06-20-19.30.07.000000,,LUIZFELIPE
  ANDERSONFARIAS,NEWREG                              ,2024-06-20-19.29.31.000000,,MAXADMIN
  ANDERSONJASMIM,ACTIVE                              ,2023-12-23-14.12.36.000000,,RAPHAELBARBOSA
  ANDERSONJASMIM,INACTIVE                            ,2024-04-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSONJASMIM,ACTIVE                              ,2024-01-29-22.04.30.000000,,MAXADMIN
