IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AAMEDEIROS,NEWREG                              ,2024-06-10-09.34.18.000000,,MAXADMIN
  ALEXANDRECURY,INACTIVE                            ,2026-03-26-07.45.01.471000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREFILHO,ACTIVE                              ,2025-01-18-14.30.43.000000,,FELIPEPAIXAO
  ALEXANDREFILHO,NEWREG                              ,2025-01-18-13.57.23.000000,,MAXADMIN
  ALEXANDREFILHO,INACTIVE                            ,2025-03-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREJORGE,NEWREG                              ,2025-07-05-14.17.05.000000,,ITEAM
  ALEXANDREJORGE,ACTIVE                              ,2025-07-05-14.18.22.000000,,FELIPEPAIXAO
  ALEXANDREJORGE,INACTIVE                            ,2025-08-31-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREJUNIOR,NEWREG                              ,2024-09-30-12.34.30.000000,,MAXADMIN
  ALEXANDREJUNIORR,NEWREG                              ,2024-09-30-12.41.25.000000,,MAXADMIN
  ALEXANDREMIRANDA,ACTIVE                              ,2025-07-24-15.35.55.000000,,ITEAM
  ALEXANDREMIRANDA,INACTIVE                            ,2026-03-26-07.45.00.914000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRERIBEIRO,ACTIVE                              ,2019-10-11-14.42.27.000000,,MAXADMIN
  ALEXANDRERIBEIRO,INACTIVE                            ,2021-07-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRERIBEIRO,ACTIVE                              ,2021-07-28-18.20.29.000000,,MAXADOOG
  ALEXANDRERIBEIRO,ACTIVE                              ,2018-07-11-11.30.57.000000,,MAXADOOG
  ALEXANDRERIBEIRO,ACTIVE                              ,2018-07-09-11.00.02.000000,,JULINECAETANO
  ALEXANDRERIBEIRO,INACTIVE                            ,2021-07-10-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRERIBEIRO,BLOCKED                             ,2019-10-11-14.35.16.000000,,MAXADMIN
  ALEXANDRERIBEIRO,BLOCKED                             ,2018-07-11-10.26.52.000000,,MAXADMIN
  ALEXANDRERSOUZA,ACTIVE                              ,2024-10-08-08.23.47.000000,,SINVALJUNIOR
  ALEXANDRERSOUZA,INACTIVE                            ,2024-10-19-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ALEXANDRERSOUZA,NEWREG                              ,2024-10-08-08.16.07.000000,,MAXADMIN
  ALEXANDRESOUSA,ACTIVE                              ,2025-09-02-10.02.13.000000,,ITEAM
  ALEXANDRESOUSA,INACTIVE                            ,2025-10-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDROROSA,NEWREG                              ,2025-04-24-19.22.11.000000,,MAXADMIN
  ALEXANDROROSA,INACTIVE                            ,2025-06-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDROROSA,ACTIVE                              ,2025-04-24-19.27.19.000000,,SINVALJUNIOR
  ALEXANPEC,NEWREG                              ,2024-12-01-09.44.45.000000,,MAXADMIN
  ALEXANPEC,INACTIVE                            ,2025-01-31-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANPEC,ACTIVE                              ,2024-12-01-09.45.23.000000,,SINVALJUNIOR
  ALEXBISPO,INACTIVE                            ,2024-05-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXBISPO,ACTIVE                              ,2024-03-16-12.59.10.000000,,FELIPEPAIXAO
  ALEXBISPO,NEWREG                              ,2024-03-16-12.54.13.000000,,MAXADMIN
  ALEXCARDOSO,ACTIVE                              ,2024-09-22-16.50.29.000000,,FELIPEPAIXAO
  ALEXCARDOSO,NEWREG                              ,2024-09-22-16.49.52.000000,,MAXADMIN
  ALEXCARDOSO,INACTIVE                            ,2024-11-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXCUNHA,ACTIVE                              ,2023-10-20-15.39.27.000000,,ITEAM
  ALEXCUNHA,INACTIVE                            ,2023-12-10-18.52.52.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXEIKERKIS,ACTIVE                              ,2017-11-09-16.22.25.000000,,MAXADOOG
  ALEXEIKERKIS,ACTIVE                              ,2021-08-13-17.17.19.000000,via Skype,ITEAM
  ALEXEIKERKIS,INACTIVE                            ,2021-07-10-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXEIKERKIS,INACTIVE                            ,2021-11-05-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXEIKERKIS,ACTIVE                              ,2025-03-19-07.55.18.000000,,MAXADOOG
  ALEXEIKERKIS,INACTIVE                            ,2025-06-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXEIKERKIS,ACTIVE                              ,2026-02-17-16.43.40.844000,Ticket#2026021729000158 — Sistema MAXIMO com erro no módulo de Tutor e dupla,ITEAM
  ALEXEIKERKIS,INACTIVE                            ,2026-04-30-07.45.00.867000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXEIKERKIS,ACTIVE                              ,2026-02-20-13.05.25.887000,,MAXADMIN
  ALEXEIKERKIS,BLOCKED                             ,2026-02-20-12.59.46.604000,,MAXADMIN
  ALEXGALVAO,NEWREG                              ,2025-04-29-16.50.34.000000,,ITEAM
  ALEXGALVAO,INACTIVE                            ,2025-06-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXGALVAO,ACTIVE                              ,2025-04-29-16.51.08.000000,,SINVALJUNIOR
  ALEXGOMES,NEWREG                              ,2024-09-21-15.52.11.000000,,MAXADMIN
  ALEXGOMES,ACTIVE                              ,2024-09-21-15.52.34.000000,,FELIPEPAIXAO
  ALEXGOMES,INACTIVE                            ,2024-11-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXGONCALVES,ACTIVE                              ,2024-01-01-06.58.52.000000,,MAXADMIN
  ALEXGONCALVES,BLOCKED                             ,2024-01-01-06.50.56.000000,,MAXADMIN
  ALEXGONCALVES,INACTIVE                            ,2023-12-10-18.52.52.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXGONCALVES,ACTIVE                              ,2023-10-20-15.38.16.000000,,ITEAM
  ALEXGONCALVES,ACTIVE                              ,2023-12-11-15.55.03.000000,,ITEAM
  ALEXJOSE,ACTIVE                              ,2023-09-05-14.22.27.000000,,ITEAM
  ALEXMARAPECA,NEWREG                              ,2024-12-10-18.41.30.000000,,MAXADMIN
  ALEXMOTHE,ACTIVE                              ,2025-01-03-20.19.57.000000,,MAXADMIN
  ALEXMOTHE,BLOCKED                             ,2025-01-03-20.33.49.000000,,MAXADMIN
  ALEXMOTHE,BLOCKED                             ,2025-01-03-20.13.18.000000,,MAXADMIN
  ALEXMOTHE,NEWREG                              ,2025-01-03-20.10.25.000000,,MAXADMIN
  ALEXMOTHE,INACTIVE                            ,2025-02-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXMOTHE,ACTIVE                              ,2025-01-03-20.39.57.000000,,MAXADMIN
  ALEXMOTHE,ACTIVE                              ,2025-01-03-20.11.00.000000,,SINVALJUNIOR
  ALEXSANDROHENRIQUE,ACTIVE                              ,2018-05-22-11.10.42.000000,,JULINECAETANO
  ALEXSANDROHENRIQUE,INACTIVE                            ,2018-06-07-16.16.56.000000,Ticket#010110 - Inativado conforme prazo definido no chamado.,JULINECAETANO
  ALEXSANDROSSANTOS,ACTIVE                              ,2026-04-09-11.39.40.521000,,ITEAM
  ALEXSANDROSSANTOS,INACTIVE                            ,2026-06-17-07.45.00.876000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXSPADA,ACTIVE                              ,2021-08-02-10.32.08.000000,,ITEAM
  ALEXVAILATTE,NEWREG                              ,2024-12-04-17.59.46.000000,,MAXADMIN
  ALEXVAILATTE,ACTIVE                              ,2024-12-04-18.01.17.000000,,SINVALJUNIOR
  ALEXVAILATTE,INACTIVE                            ,2025-05-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALINEAMANCIO,ACTIVE                              ,2017-07-14-14.46.14.000000,,MAXADMIN
  ALINEAMANCIO,INACTIVE                            ,2019-01-25-16.39.08.000000,Inativando usuarios que nao acessaram nos ultimos seis meses,MAXADOOG
  ALISSON,INACTIVE                            ,2025-06-10-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ALISSON,ACTIVE                              ,2025-05-18-20.30.27.000000,,FELIPEPAIXAO
  ALISSON,NEWREG                              ,2025-05-18-19.12.43.000000,,ITEAM
  ALISSONCONCEICAO,INACTIVE                            ,2021-08-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALISSONCONCEICAO,INACTIVE                            ,2022-08-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALISSONCONCEICAO,ACTIVE                              ,2021-11-03-05.25.26.000000,,MAXADMIN
  ALISSONCONCEICAO,BLOCKED                             ,2021-11-03-05.15.31.000000,,MAXADMIN
  ALISSONCONCEICAO,ACTIVE                              ,2021-03-04-11.09.34.000000,,ITEAM
  ALISSONCONCEICAO,ACTIVE                              ,2021-09-20-09.31.15.000000,0213426 — Accesso sondadores,ITEAM
  ALLANMARQUES,ACTIVE                              ,2018-01-31-17.27.53.000000,,MAXADMIN
  ALLANMARQUES,INACTIVE                            ,2019-08-09-10.49.54.000000,Ticket#091596 — EMISSAO DE RESCISÃO CONTRATUAL - ALLAN BORGES MARQUES,THIAGOFROES
  ALLANMARQUES,INACTIVE                            ,2024-12-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALLANMARQUES,ACTIVE                              ,2024-12-24-08.51.22.000000,Ticket#0381056 — Máximo - Work order tracking,ITEAM
  ALMEIDAPEDRO,INACTIVE                            ,2025-05-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALMEIDAPEDRO,BLOCKED                             ,2025-03-30-07.05.45.000000,,MAXADMIN
  ALMEIDAPEDRO,ACTIVE                              ,2025-03-30-06.51.43.000000,,SINVALJUNIOR
  ALMEIDAPEDRO,NEWREG                              ,2025-03-30-06.49.22.000000,,MAXADMIN
  ALMEIDAPEDRO,ACTIVE                              ,2025-03-30-07.10.00.000000,,MAXADMIN
  ALMEIDARICHTER,NEWREG                              ,2025-11-17-05.53.49.000000,,ITEAM
  ALMEIDARICHTER,ACTIVE                              ,2025-11-17-05.59.01.000000,,FELIPEPAIXAO
  ALMEIDARICHTER,INACTIVE                            ,2026-06-14-07.45.00.574000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALMEIDARICHTERS,NEWREG                              ,2026-06-19-19.59.21.221000,,MAXADMIN
  ALMEIDARICHTERS,INACTIVE                            ,2026-06-22-01.00.00.998000,Automatic Inativate expired user access,MAXADMIN
  ALMEIDARICHTERS,ACTIVE                              ,2026-06-21-13.32.21.194000,,SINVALJUNIOR
  ALMEIDASACRAMENTO,INACTIVE                            ,2025-05-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALMEIDASACRAMENTO,NEWREG                              ,2025-03-30-07.18.48.000000,,MAXADMIN
  ALMEIDASACRAMENTO,ACTIVE                              ,2025-03-30-07.24.49.000000,,SINVALJUNIOR
  ALOISIOMIRANDA,ACTIVE                              ,2025-05-30-08.06.38.000000,,FELIPEPAIXAO
  ALOISIOMIRANDA,INACTIVE                            ,2025-07-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALOISIOMIRANDA,NEWREG                              ,2025-05-30-08.03.17.000000,,ITEAM
  ALTAIRFERREIRA,ACTIVE                              ,2014-03-26-11.06.04.000000,,MAXADMIN
  ALTAIRFERREIRA,INACTIVE                            ,2016-12-01-11.44.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  ALTAIROLIVEIRASA,NEWREG                              ,2024-05-11-10.36.17.000000,,MAXADMIN
  ALTAIROLIVEIRASA,ACTIVE                              ,2024-05-11-10.36.36.000000,,FELIPEPAIXAO
  ALTAIROLIVEIRASA,INACTIVE                            ,2024-07-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALUIZIOCOSTA,NEWREG                              ,2024-07-26-14.29.43.000000,,MAXADMIN
  ALUIZIOCOSTA,ACTIVE                              ,2024-07-26-14.37.43.000000,,FELIPEPAIXAO
  ALUIZIOCOSTA,INACTIVE                            ,2024-11-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALVAROCAMPOS,ACTIVE                              ,2026-06-08-11.23.02.311000,,ITEAM
  ALVAROTOSTES,INACTIVE                            ,2025-06-21-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ALVAROTOSTES,NEWREG                              ,2025-05-15-15.47.22.000000,,ITEAM
  ALVAROTOSTES,ACTIVE                              ,2025-05-15-15.49.50.000000,,SINVALJUNIOR
  ALVESEDUARDO,NEWREG                              ,2024-12-14-17.15.12.000000,,MAXADMIN
  ALVESEDUARDO,INACTIVE                            ,2025-02-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALVESEDUARDO,ACTIVE                              ,2024-12-14-17.16.47.000000,,FELIPEPAIXAO
  ALVESLUCIANO,NEWREG                              ,2024-04-04-13.45.20.000000,,MAXADMIN
  ALVESVICTOR,NEWREG                              ,2025-01-11-13.53.16.000000,,MAXADMIN
  ALVESVICTOR,ACTIVE                              ,2025-01-11-13.54.15.000000,,FELIPEPAIXAO
  ALVIMARFERREIRA,ACTIVE                              ,2026-07-02-14.43.58.957000,,ITEAM
  AMANDAMOURA,ACTIVE                              ,2024-08-12-12.25.22.000000,,ITEAM
  AMANDAMOURA,INACTIVE                            ,2024-12-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMANDAMOURA,ACTIVE                              ,2026-03-05-22.50.10.937000,Ticket#2026030529001409,HELPDESK
  AMANDAMOURA,INACTIVE                            ,2026-04-02-11.53.34.283000,Ticket#2026040229000548,HELPDESK
  AMANDAROSA,ACTIVE                              ,2017-01-09-09.04.47.000000,,JULINECAETANO
  AMANDAROSA,INACTIVE                            ,2017-03-20-15.39.42.000000,,MAXADOOG
  AMANDAVALENTIM,INACTIVE                            ,2021-01-11-11.11.35.000000,Ticket 0183103,ITEAM
  AMANDAVALENTIM,ACTIVE                              ,2020-05-24-11.41.05.000000,,MAXADOOG
  AMARALCECILIANO,ACTIVE                              ,2025-04-20-06.25.54.000000,,SINVALJUNIOR
  AMARALCECILIANO,NEWREG                              ,2025-04-20-06.24.40.000000,,MAXADMIN
  AMARALCECILIANO,INACTIVE                            ,2026-03-26-07.45.00.762000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMARILDOJUNIOR,ACTIVE                              ,2025-07-24-15.52.24.000000,,ITEAM
  AMARONETO,NEWREG                              ,2026-03-10-10.24.20.739000,,MAXADMIN
  AMARONETO,INACTIVE                            ,2026-05-11-07.45.01.395000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMARONETO,ACTIVE                              ,2026-03-10-10.27.42.045000,,FELIPEPAIXAO
  AMOSFF,ACTIVE                              ,2024-06-08-13.59.14.000000,,SINVALJUNIOR
  AMOSFF,INACTIVE                            ,2024-07-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  AMOSFF,NEWREG                              ,2024-06-07-10.39.26.000000,,MAXADMIN
  AMOSFFERREIRA,NEWREG                              ,2025-11-10-19.27.29.000000,,ITEAM
  AMOSFFERREIRA,ACTIVE                              ,2025-11-10-19.33.11.000000,,SINVALJUNIOR
  AMOSFFERREIRAA,NEWREG                              ,2025-01-26-17.22.30.000000,,MAXADMIN
  AMOSFFERREIRAA,ACTIVE                              ,2025-01-26-17.23.10.000000,,SINVALJUNIOR
  AMOSFFERREIRAA,INACTIVE                            ,2025-05-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANABARCELOS,INACTIVE                            ,2019-01-25-16.39.08.000000,Inativando usuarios que nao acessaram nos ultimos seis meses,MAXADOOG
  ANABARCELOS,ACTIVE                              ,2018-08-31-09.13.32.000000,,RENANAVNER
  ANACAMPOS,ACTIVE                              ,2025-09-02-10.03.55.000000,,ITEAM
  ANACAMPOS,INACTIVE                            ,2026-03-26-07.45.00.483000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANACRUZ,BLOCKED                             ,2024-11-08-08.31.07.000000,,MAXADMIN
  ANACRUZ,ACTIVE                              ,2024-11-08-13.27.49.000000,,MAXADMIN
  ANACRUZ,ACTIVE                              ,2024-11-04-10.12.53.000000,,ITEAM
  ANACRUZ,BLOCKED                             ,2024-11-08-13.24.47.000000,,MAXADMIN
  ANACRUZ,ACTIVE                              ,2024-11-08-08.37.49.000000,,MAXADMIN
  ANACRUZ,BLOCKED                             ,2025-09-16-09.35.19.000000,,MAXADMIN
  ANACRUZ,ACTIVE                              ,2025-09-16-09.37.20.000000,,MAXADMIN
  ANACRUZ,INACTIVE                            ,2025-06-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANACRUZ,ACTIVE                              ,2025-09-16-07.02.40.000000,Ticket#2025091629000069,HELPDESK
  ANACRUZ,INACTIVE                            ,2026-03-26-07.45.01.072000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANASANTANA,ACTIVE                              ,2014-04-03-11.24.47.000000,,MAXADMIN
  ANASANTANA,INACTIVE                            ,2017-03-20-15.37.45.000000,Saneamento usuários março/17,MAXADOOG
  ANCARVALHAES,ACTIVE                              ,2024-07-08-05.44.37.000000,,MAXADMIN
  ANCARVALHAES,NEWREG                              ,2024-07-05-11.29.53.000000,,MAXADMIN
  ANCARVALHAES,INACTIVE                            ,2024-07-20-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  ANCARVALHAES,ACTIVE                              ,2024-07-07-06.54.37.000000,,MAXADMIN
  ANCARVALHAES,ACTIVE                              ,2024-07-05-11.30.40.000000,,FELIPEPAIXAO
  ANCARVALHAES,BLOCKED                             ,2024-07-08-05.39.01.000000,,MAXADMIN
  ANCARVALHAES,BLOCKED                             ,2024-07-07-06.51.55.000000,,MAXADMIN
  ANDERSON,BLOCKED                             ,2024-06-24-07.24.06.000000,,MAXADMIN
  ANDERSON,BLOCKED                             ,2024-07-03-06.43.46.000000,,MAXADMIN
  ANDERSON,ACTIVE                              ,2024-07-03-06.44.37.000000,,MAXADMIN
  ANDERSON,BLOCKED                             ,2024-06-22-14.21.55.000000,,MAXADMIN
  ANDERSON,ACTIVE                              ,2024-06-22-14.23.44.000000,,MAXADMIN
  ANDERSON,ACTIVE                              ,2024-06-21-13.56.10.000000,,SINVALJUNIOR
  ANDERSON,NEWREG                              ,2024-06-21-13.51.54.000000,,MAXADMIN
  ANDERSON,ACTIVE                              ,2024-06-24-07.24.37.000000,,MAXADMIN
  ANDERSON,INACTIVE                            ,2024-08-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ANDERSON,NEWREG                              ,2025-01-18-06.15.22.000000,,MAXADMIN
  ANDERSON CHAVES,ACTIVE                              ,2013-10-28-14.02.07.000000,,MAXADMIN
  ANDERSON CHAVES,INACTIVE                            ,2016-12-01-11.44.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  ANDERSONAVELLAR,NEWREG                              ,2024-06-24-07.27.38.000000,,MAXADMIN
