IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AADOSSANTOS,NEWREG                              ,2026-01-26-02.07.47.403000,,ITEAM
  ALBERTOCABRAL_TER,ACTIVE                              ,2023-10-19-14.03.31.000000,,ITEAM
  ALBERTOCABRAL_TER,INACTIVE                            ,2024-07-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALBERTOCABRAL_TER,ACTIVE                              ,2025-10-06-12.55.23.000000,Ticket#2025100529000032 — Acesso ao Máximo,ITEAM
  ALBERTOGOMES,ACTIVE                              ,2021-07-13-17.02.05.000000,,ITEAM
  ALBERTOGOMES,BLOCKED                             ,2022-03-13-22.30.41.000000,,MAXADMIN
  ALBERTOGOMES,ACTIVE                              ,2022-03-13-22.36.44.000000,,MAXADMIN
  ALBERTOGOMES,INACTIVE                            ,2022-09-02-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALBERTOPANTOJA,ACTIVE                              ,2025-12-17-15.07.55.863000,,ITEAM
  ALBERTOPANTOJA,INACTIVE                            ,2026-03-26-07.45.03.977000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALBERTOSANTOS,NEWREG                              ,2025-09-13-16.00.49.000000,,ITEAM
  ALBERTOSANTOS,ACTIVE                              ,2025-09-13-16.07.02.000000,,SILVERIOMAIA
  ALBERTOSANTOS,INACTIVE                            ,2025-11-03-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALCEMARJUNIOR,NEWREG                              ,2024-04-01-10.44.11.000000,,MAXADMIN
  ALCEMARJUNIOR,ACTIVE                              ,2024-04-01-10.47.12.000000,,SILVERIOMAIA
  ALCEMARJUNIOR,INACTIVE                            ,2024-06-03-12.40.58.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALCIMARMARIANO,NEWREG                              ,2023-12-31-16.10.28.000000,,MAXADMIN
  ALCIMARMARIANO,ACTIVE                              ,2024-01-01-10.13.37.000000,,SILVERIOMAIA
  ALCIMARMARIANO,INACTIVE                            ,2024-02-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALCIMARMARIANO,NEWREG                              ,2026-01-12-14.41.14.040000,,ITEAM
  ALCIMARMARIANO,ACTIVE                              ,2026-01-12-14.46.26.639000,,LEONARDOFRANCISCO
  ALCIMARMARIANO,INACTIVE                            ,2026-03-26-07.45.04.257000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALDELINOARAUJO,NEWREG                              ,2024-08-12-16.45.20.000000,,MAXADMIN
  ALDELINOARAUJO,ACTIVE                              ,2024-08-12-16.49.14.000000,,SILVERIOMAIA
  ALDELINOARAUJO,INACTIVE                            ,2024-10-03-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALDEMIRSALAZAR,ACTIVE                              ,2014-05-14-08.55.52.000000,,MAXADMIN
  ALDEMIRSALAZAR,INACTIVE                            ,2016-12-01-09.45.22.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  ALDOMELO,ACTIVE                              ,2014-05-12-17.35.45.000000,,MAXADMIN
  ALDOMELO,INACTIVE                            ,2016-12-01-09.45.22.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  ALECSANDERSIQUEIRA,NEWREG                              ,2025-02-03-19.43.07.000000,,MAXADMIN
  ALECSANDERSIQUEIRA,ACTIVE                              ,2025-02-04-05.55.49.000000,,SILVERIOMAIA
  ALECSANDERSIQUEIRA,INACTIVE                            ,2025-03-26-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALECSANDERSIQUEIRA,ACTIVE                              ,2026-03-05-08.32.45.268000,,SILVERIOMAIA
  ALEFDRUMONT,NEWREG                              ,2026-05-27-16.15.14.751000,,MAXADMIN
  ALEFDRUMONT,ACTIVE                              ,2026-05-27-16.17.25.623000,,LEONARDOFRANCISCO
  ALEKSANDERMADRAK,ACTIVE                              ,2014-07-03-10.39.43.000000,,MAXADMIN
  ALEKSANDERMADRAK,BLOCKED                             ,2017-02-26-10.45.21.000000,,MAXADMIN
  ALEKSANDERMADRAK,ACTIVE                              ,2017-02-26-13.05.09.000000,,HELPDESK
  ALEKSANDERMADRAK,INACTIVE                            ,2018-09-03-09.12.16.000000,Ticket#016740 — Atualização de usuarios MAXIMO - Processo de inativação,RENANAVNER
  ALEKSANDROMAICK,ACTIVE                              ,2017-06-21-10.25.34.000000,,PAULOPARREIRA
  ALEKSANDROMAICK,INACTIVE                            ,2018-09-03-09.12.45.000000,Ticket#016740 — Atualização de usuarios MAXIMO - Processo de inativação,RENANAVNER
  ALENSIJAN,ACTIVE                              ,2015-07-10-11.30.42.000000,,MAXADMIN
  ALENSIJAN,INACTIVE                            ,2018-09-03-09.13.25.000000,Ticket#016740 — Atualização de usuarios MAXIMO - Processo de inativação,RENANAVNER
  ALESSANDROBOTELHO,NEWREG                              ,2025-02-12-09.25.10.000000,,ITEAM
  ALESSANDROBOTELHO,ACTIVE                              ,2025-02-12-09.33.05.000000,,LEONARDOFRANCISCO
  ALESSANDROBOTELHO,INACTIVE                            ,2025-04-04-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALESSANDROBRAGATTI,ACTIVE                              ,2014-05-28-09.39.03.000000,,MAXADMIN
  ALESSANDROCORREA,ACTIVE                              ,2023-07-03-18.17.45.000000,,ITEAM
  ALESSANDROFRANCELINODASILVA,NEWREG                              ,2024-02-29-13.13.16.000000,,MAXADMIN
  ALESSANDROFRANCELINODASILVA,ACTIVE                              ,2024-02-29-13.16.10.000000,,LEONARDOFRANCISCO
  ALESSANDROFRANCELINODASILVA,INACTIVE                            ,2024-05-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALESSANDROGOULART,NEWREG                              ,2026-02-05-15.45.53.430000,,ITEAM
  ALESSANDROGOULART,ACTIVE                              ,2026-02-05-15.46.54.956000,,LEONARDOFRANCISCO
  ALESSANDROGOULART,INACTIVE                            ,2026-04-01-07.45.01.373000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALESSANDROLEITE,ACTIVE                              ,2015-02-23-10.23.30.000000,,MAXADMIN
  ALESSANDROLEITE,INACTIVE                            ,2016-12-01-09.45.22.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  ALESSANDROLEITE,ACTIVE                              ,2022-05-03-14.49.46.000000,,ITEAM
  ALESSANDROLEITE,INACTIVE                            ,2023-07-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALESSANDROLEITE,ACTIVE                              ,2023-08-03-06.56.12.000000,,HELPDESK
  ALESSANDROLEITE,INACTIVE                            ,2023-09-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALESSANDROLEITE,ACTIVE                              ,2023-12-15-14.52.59.000000,,MAXADOOG
  ALESSANDROLEITE,BLOCKED                             ,2023-12-18-07.20.29.000000,,MAXADMIN
  ALESSANDROLEITE,ACTIVE                              ,2023-12-18-07.24.36.000000,,MAXADMIN
  ALESSANDROLEITE,INACTIVE                            ,2024-05-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALESSANDROLEITE,ACTIVE                              ,2024-05-30-13.18.32.000000,0359072,HELPDESK
  ALESSANDROMENDES,NEWREG                              ,2025-03-16-16.16.03.000000,,ITEAM
  ALESSANDROMENDES,ACTIVE                              ,2025-03-16-16.20.40.000000,,LEONARDOFRANCISCO
  ALESSANDROMENDES,INACTIVE                            ,2025-05-06-19.59.50.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALESSANDROREIS,NEWREG                              ,2025-02-23-16.06.00.000000,,ITEAM
  ALESSANDROREIS,ACTIVE                              ,2025-02-23-16.09.08.000000,,LEONARDOFRANCISCO
  ALESSANDROREIS,BLOCKED                             ,2025-02-23-17.47.08.000000,,MAXADMIN
  ALESSANDROREIS,ACTIVE                              ,2025-02-23-17.50.06.000000,,MAXADMIN
  ALESSANDROREIS,INACTIVE                            ,2025-06-06-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALESSANDROREIS,ACTIVE                              ,2025-12-20-16.02.16.339000,,LEONARDOFRANCISCO
  ALESSANDRORODRIGUESSILVA,NEWREG                              ,2026-01-08-10.02.43.262000,,ITEAM
  ALESSANDRORODRIGUESSILVA,ACTIVE                              ,2026-01-08-10.04.05.677000,,LEONARDOFRANCISCO
  ALESSANDRORODRIGUESSILVA,INACTIVE                            ,2026-03-26-07.45.04.229000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDERESCALONA,NEWREG                              ,2025-09-15-08.40.00.000000,,ITEAM
  ALEXANDERESCALONA,ACTIVE                              ,2025-09-15-08.41.56.000000,,SILVERIOMAIA
  ALEXANDERESCALONA,INACTIVE                            ,2025-11-05-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREBCOSTA,NEWREG                              ,2026-04-28-13.28.41.518000,,MAXADMIN
  ALEXANDREBCOSTA,ACTIVE                              ,2026-04-28-13.35.26.585000,,LEONARDOFRANCISCO
  ALEXANDREBCOSTA,INACTIVE                            ,2026-06-18-07.45.01.672000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREBONAVITA,ACTIVE                              ,2019-10-21-14.05.25.000000,,THIAGOFROES
  ALEXANDREBONAVITA,INACTIVE                            ,2021-02-26-08.43.40.000000,,MAXADOOG
  ALEXANDREBONAVITA,ACTIVE                              ,2022-03-03-09.11.21.000000,0230571 — Reestabelecer acesso Sistema MAXIMO,ITEAM
  ALEXANDREBONAVITA,INACTIVE                            ,2022-04-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREBONAVITA,ACTIVE                              ,2022-05-25-17.36.43.000000,Ticket#0240075 — Aprovação MOC,ITEAM
  ALEXANDREBONAVITA,INACTIVE                            ,2022-05-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREBONAVITA,ACTIVE                              ,2023-02-13-12.19.36.000000,,MAXADOOG
  ALEXANDREBONAVITA,INACTIVE                            ,2023-02-14-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREBONAVITA,ACTIVE                              ,2026-01-05-16.42.38.262000,2026010529001065,HELPDESK
  ALEXANDREBONAVITA,INACTIVE                            ,2026-03-26-07.45.02.886000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRECARVALHO,ACTIVE                              ,2022-05-03-14.52.38.000000,,ITEAM
  ALEXANDRECARVALHO,INACTIVE                            ,2023-02-21-05.02.32.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRECARVALHO,ACTIVE                              ,2023-03-18-12.43.36.000000,Ticket#0283422,HELPDESK
  ALEXANDRECARVALHO,BLOCKED                             ,2023-12-20-16.15.28.000000,,MAXADMIN
  ALEXANDRECARVALHO,ACTIVE                              ,2023-12-20-16.24.36.000000,,MAXADMIN
  ALEXANDRECARVALHO,BLOCKED                             ,2023-12-20-16.34.34.000000,,MAXADMIN
  ALEXANDRECARVALHO,ACTIVE                              ,2023-12-20-16.34.36.000000,,MAXADMIN
  ALEXANDRECARVALHO,BLOCKED                             ,2023-12-20-17.25.42.000000,,MAXADMIN
  ALEXANDRECARVALHO,ACTIVE                              ,2023-12-20-17.28.46.000000,Ticket#0331702,HELPDESK
  ALEXANDRECARVALHO,BLOCKED                             ,2024-02-14-14.38.13.000000,,MAXADMIN
  ALEXANDRECARVALHO,ACTIVE                              ,2024-02-14-14.43.18.000000,0340503,HELPDESK
  ALEXANDRECARVALHO,BLOCKED                             ,2024-05-16-00.24.24.000000,,MAXADMIN
  ALEXANDRECARVALHO,ACTIVE                              ,2024-05-16-00.26.59.000000,,MAXADMIN
  ALEXANDRECARVALHO,BLOCKED                             ,2024-05-20-20.06.00.000000,,MAXADMIN
  ALEXANDRECARVALHO,ACTIVE                              ,2024-05-20-20.07.03.000000,,MAXADMIN
  ALEXANDRECARVALHO,BLOCKED                             ,2026-02-12-06.30.32.809000,,MAXADMIN
  ALEXANDRECARVALHO,ACTIVE                              ,2026-02-12-06.34.52.509000,,MAXADMIN
  ALEXANDRECARVALHO,BLOCKED                             ,2026-07-01-07.26.04.403000,,MAXADMIN
  ALEXANDRECARVALHO,ACTIVE                              ,2026-07-01-07.28.21.981000,,MAXADMIN
  ALEXANDRECURY,ACTIVE                              ,2026-01-13-12.50.24.473000,,ITEAM
  ALEXANDRECURY,INACTIVE                            ,2026-04-02-07.45.01.391000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREJESUS,NEWREG                              ,2025-07-30-13.42.56.000000,,ITEAM
  ALEXANDREJESUS,ACTIVE                              ,2025-07-30-13.43.43.000000,,LEONARDOFRANCISCO
  ALEXANDREJESUS,INACTIVE                            ,2025-10-20-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREMIRANDA,ACTIVE                              ,2024-09-20-11.39.31.000000,,MAXADOOG
  ALEXANDREMIRANDA,INACTIVE                            ,2025-04-23-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREPITA,NEWREG                              ,2025-11-06-13.13.59.000000,,ITEAM
  ALEXANDREPITA,ACTIVE                              ,2025-11-06-13.14.48.000000,,SILVERIOMAIA
  ALEXANDREPITA,INACTIVE                            ,2026-03-26-07.45.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRERIBEIRO,ACTIVE                              ,2018-07-09-11.11.16.000000,,JULINECAETANO
  ALEXANDRERIBEIRO,BLOCKED                             ,2018-12-04-14.49.50.000000,,MAXADMIN
  ALEXANDRERIBEIRO,ACTIVE                              ,2018-12-04-14.56.04.000000,,MAXADMIN
  ALEXANDRERIBEIRO,INACTIVE                            ,2019-01-25-16.22.20.000000,Inativando usuarios que não acessaram o sistema nos ultimos seis meses,MAXADOOG
  ALEXANDRERIBEIRO,ACTIVE                              ,2019-05-30-10.42.05.000000,,MAXADOOG
  ALEXANDRERIBEIRO,INACTIVE                            ,2021-07-10-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRERIBEIRO,ACTIVE                              ,2021-07-28-18.22.01.000000,,MAXADOOG
  ALEXANDRERIBEIRO,INACTIVE                            ,2021-07-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRESOUSA,ACTIVE                              ,2025-09-02-09.53.35.000000,,ITEAM
  ALEXANDRESOUSA,INACTIVE                            ,2025-10-30-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRESOUSA,ACTIVE                              ,2026-01-13-13.53.46.167000,Ticket#2026011329000711,HELPDESK
  ALEXANDRESOUSA,INACTIVE                            ,2026-04-25-07.45.01.340000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDRESOUZA,NEWREG                              ,2023-12-27-15.19.34.000000,,MAXADMIN
  ALEXANDRESOUZA,ACTIVE                              ,2023-12-27-15.21.22.000000,,LEONARDOFRANCISCO
  ALEXANDRESOUZA,INACTIVE                            ,2024-02-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXANDREZEFERINO,ACTIVE                              ,2017-08-25-18.57.10.000000,,MAXADOOG
  ALEXANDREZEFERINO,BLOCKED                             ,2017-11-21-01.33.08.000000,,MAXADMIN
  ALEXANDREZEFERINO,ACTIVE                              ,2017-11-22-12.16.24.000000,,HELPDESK
  ALEXANDROBRAGATTI,ACTIVE                              ,2014-05-14-15.38.31.000000,,MAXADMIN
  ALEXANDROBRAGATTI,INACTIVE                            ,2016-12-01-09.45.22.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  ALEXANDROSILVA,NEWREG                              ,2025-10-31-09.38.40.000000,,ITEAM
  ALEXANDROSILVA,ACTIVE                              ,2025-10-31-09.39.29.000000,,LEONARDOFRANCISCO
  ALEXANDROSILVA,INACTIVE                            ,2026-03-26-07.45.03.745000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXCOUTO,ACTIVE                              ,2014-05-14-15.33.58.000000,,MAXADMIN
  ALEXCOUTO,INACTIVE                            ,2016-12-01-09.45.22.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  ALEXDASILVA,ACTIVE                              ,2023-09-04-12.05.26.000000,,ITEAM
  ALEXDASILVA,INACTIVE                            ,2023-11-27-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXDASILVA,ACTIVE                              ,2024-01-02-18.20.36.000000,,MAXADOOG
  ALEXDASILVA,INACTIVE                            ,2024-01-03-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXDASILVA,ACTIVE                              ,2024-01-19-17.37.50.000000,Ticket#0336323,HELPDESK
  ALEXDASILVA,INACTIVE                            ,2025-07-04-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXHENRIQUE,NEWREG                              ,2024-06-15-15.36.00.000000,,MAXADMIN
  ALEXHENRIQUE,ACTIVE                              ,2024-06-15-15.46.51.000000,,LEONARDOFRANCISCO
  ALEXHENRIQUE,INACTIVE                            ,2024-08-05-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXMOTA,NEWREG                              ,2024-07-28-13.47.38.000000,,MAXADMIN
  ALEXMOTA,ACTIVE                              ,2024-07-28-13.57.49.000000,,LEONARDOFRANCISCO
  ALEXMOTA,INACTIVE                            ,2024-09-21-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXNEVES,NEWREG                              ,2025-03-14-17.19.35.000000,,ITEAM
  ALEXNEVES,ACTIVE                              ,2025-03-14-17.24.26.000000,,LEONARDOFRANCISCO
  ALEXNEVES,INACTIVE                            ,2025-05-12-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXNEVES,ACTIVE                              ,2025-12-28-09.43.56.234000,,SILVERIOMAIA
  ALEXNEVES,INACTIVE                            ,2026-03-26-07.45.02.108000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXOLIVEIRA,NEWREG                              ,2024-07-02-19.28.09.000000,,MAXADMIN
  ALEXOLIVEIRA,ACTIVE                              ,2024-07-02-19.29.52.000000,,LEONARDOFRANCISCO
  ALEXOLIVEIRA,INACTIVE                            ,2024-08-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXPEANHA,NEWREG                              ,2026-06-21-15.27.51.827000,,MAXADMIN
  ALEXPEANHA,ACTIVE                              ,2026-06-21-15.36.12.401000,,SILVERIOMAIA
  ALEXPEREIRA,NEWREG                              ,2024-08-12-15.42.28.000000,,MAXADMIN
  ALEXPEREIRA,ACTIVE                              ,2024-08-12-16.03.12.000000,,SILVERIOMAIA
  ALEXPEREIRA,INACTIVE                            ,2024-10-02-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  ALEXRIBEIRO,NEWREG                              ,2026-05-23-16.07.25.832000,,MAXADMIN
  ALEXRIBEIRO,ACTIVE                              ,2026-05-23-16.08.20.547000,,SILVERIOMAIA
  ALEXSANDERTEIXEIRA,ACTIVE                              ,2023-10-19-14.22.49.000000,,ITEAM
  ALEXSANDERTEIXEIRA,INACTIVE                            ,2023-12-09-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
